100
120
412781,#
441006,*
312324,#
53198,.
190464,%
356491,.
156998,.
529506,.
228247,.
236292,#
278280,.
571448,.
143701,:
427257,.
279291,:
174218,.
441162,*
455257,#
560080,.
173427,.
308591,.
83765,.
426365,*
512385,.
344030,.
594126,.
203472,.
214046,:
302506,.
335567,@
328942,*
441395,*
144467,.
456819,*
447978,*
382056,@
119624,.
295963,.
244201,*
467210,*
67906,.
381473,#
537598,%
541535,.
305363,%
393785,*
379652,.
95499,.
533646,.
50712,:
103460,.
161433,*
343652,:
292498,*
428529,*
41404,.
287251,%
278075,.
282879,*
318146,*
536978,@
486765,.
417608,*
317177,#
327257,@
74254,.
469531,*
230072,.
328647,@
478216,*
220925,.
157821,.
251711,*
206440,%
180181,.
156639,.
150210,.
361723,@
144361,.
391304,*
135768,*
507017,*
231307,=
313435,%
10305,.
329780,*
528526,.
159019,+
38992,:
472088,*
193013,.
389027,@
94362,.
442355,*
230622,#
331564,.
431883,#
481313,*
325793,.
78372,.
502364,@
129630,*
257007,*
110882,@
5223,.
559222,.
94018,.
157541,.
302086,.
139454,.
160920,*
289773,.
372147,*
198203,.
441745,@
381231,#
300994,*
206749,*
544155,.
233450,.
559634,.
589328,.
293422,@
405028,*
528004,.
183728,@
428037,:
266675,.
419870,*
89868,.
458533,*
129246,%
49352,.
112308,.
441043,*
304522,*
34962,.
8651,.
460361,*
170465,.
499622,@
319710,@
136566,*
555789,.
373814,.
463084,*
232498,.
342249,#
577018,.
20340,.
173686,.
294274,*
34347,.
431591,=
490785,*
283631,.
485007,*
103248,.
168579,.
152752,.
290223,.
264514,.
59417,.
170691,.
233790,.
501037,*
140399,.
552252,.
487470,*
434582,*
391220,*
215482,.
521609,.
124296,%
598782,.
392421,.
136282,*
284141,.
282554,*
27047,.
526551,%
439457,.
352339,@
543036,#
364032,*
411642,#
253621,.
39157,:
527500,.
595777,.
257727,*
320579,.
462830,.
426947,*
447503,*
271145,.
37528,.
569607,.
47289,.
328718,*
459263,*
244496,#
301206,*
454800,*
90384,.
492120,=
50458,-
579147,#
501512,*
93460,*
314267,.
455003,*
391763,*
468742,:
60558,.
67678,.
198895,.
37634,.
534558,.
458141,*
263467,*
400113,*
123424,*
269688,*
495215,=
38783,:
497080,%
356804,.
528791,.
295019,*
340192,*
316407,%
79181,.
395899,@
336886,%
306057,*
519260,@
435324,*
352836,%
21098,.
80323,.
204203,.
390842,*
568133,.
227935,.
144650,.
98194,.
499590,-
21356,.
403836,%
215961,.
107949,.
318976,#
101720,.
471079,*
181983,.
15420,.
481882,*
79304,.
524720,.
22109,.
149709,.
560505,+
145890,.
578053,.
250730,*
272049,.
166359,@
413845,*
536568,.
216277,.
162776,.
305668,@
147607,:
210267,.
99769,#
526017,%
185485,.
109861,.
110700,.
99654,*
110622,.
346261,*
559727,.
468608,#
530928,.
140213,.
224472,#
284199,.
273213,%
506798,%
31235,.
304983,*
309633,*
221823,.
531691,%
543881,.
587402,*
455725,*
322580,@
88897,.
68827,-
551505,.
382139,#
310980,*
152123,.
522569,.
380329,.
202873,.
14349,.
14207,.
440396,*
191996,.
317988,*
438759,*
231607,*
406349,*
91471,.
176548,*
124860,.
314175,.
526951,.
335901,*
167734,.
37604,.
44196,.
148719,*
218856,%
174915,.
361836,.
156202,.
379927,.
502804,*
528350,.
47418,.
502275,%
513205,#
473057,*
84208,.
3929,.
418635,#
376058,+
467876,*
161709,.
397747,@
367871,.
195993,@
477038,*
558767,.
66144,.
278536,.
32812,:
192564,.
328012,*
557447,.
183146,*
473401,*
438934,*
222794,.
467163,*
410340,.
371147,*
472645,*
340060,*
88519,.
202495,.
415914,.
452488,%
474105,%
305385,@
91182,.
574581,.
354965,*
579400,#
532773,.
102041,.
456576,*
305854,*
61813,.
129757,@
128077,.
458657,*
292770,*
366198,%
263207,*
354859,*
279580,*
11154,.
247122,.
65798,.
402440,*
292815,*
93961,.
127491,.
355512,.
159309,#
513948,%
361355,*
157163,.
470140,*
22079,.
595548,.
261112,%
331614,.
35949,.
279697,*
231972,@
184997,#
46328,.
49162,.
560608,#
205858,@
163969,.
562819,.
568719,.
120594,.
30984,.
586018,.
528141,.
360524,#
519872,@
401071,#
258869,.
290923,@
19370,.
330035,*
350603,.
486132,@
260225,.
12372,.
499390,.
149452,=
597044,#
496423,*
50711,:
353992,#
418235,*
378191,%
40731,.
151143,.
207438,@
497318,*
175735,.
25151,.
371130,%
142964,#
76900,.
380747,*
377935,*
79615,.
189562,#
430351,%
231535,*
597390,.
148357,*
6939,.
27968,.
99109,.
518654,@
362302,.
372098,*
243548,#
471758,*
233314,.
90763,.
373710,.
276565,*
119718,.
96992,.
163156,.
459113,*
255403,*
103536,.
403277,*
40492,.
529775,%
12003,.
497718,@
344815,.
361685,%
23847,.
115809,.
366146,*
144946,.
280590,*
44286,.
284795,.
138051,.
92070,.
469328,*
229507,.
369898,*
5902,.
393696,#
126479,.
148538,#
189190,*
208992,.
155648,.
99128,@
114189,.
124190,#
126791,.
338838,.
103824,.
561437,#
414064,*
129851,*
46986,.
129114,@
345274,.
107119,.
446716,*
29316,.
374065,.
505893,.
291783,*
460209,*
210172,.
100481,.
177049,*
400977,#
299833,@
386741,.
129518,%
95215,.
203742,.
516259,.
333944,*
540541,.
176333,.
199927,:
7847,.
458789,*
588265,.
571315,.
215275,.
41855,.
144102,.
373072,@
346574,*
164752,.
241797,.
440240,@
268369,*
128668,.
51691,.
404482,.
312763,*
468522,*
124561,.
352991,#
278598,.
325008,@
439614,.
192812,.
414256,#
5399,.
100732,.
290584,.
312778,*
283573,.
336853,%
29641,.
461646,*
89771,.
556689,.
509587,:
594486,.
493460,*
21251,.
563503,.
90194,.
399988,*
492558,=
199679,:
140891,.
261805,*
506603,.
209926,.
240702,.
495794,@
172655,*
452059,*
225100,#
515836,*
495022,*
257946,@
323906,*
509687,+
368640,.
584746,#
600113,#
535144,.
254997,.
592533,.
58948,.
489399,*
83863,.
499523,.
289675,.
525395,.
13822,.
348784,*
13995,.
71014,.
41331,.
9484,.
143702,.
40095,.
514026,@
503600,@
175293,.
551776,.
551363,.
189030,*
24920,.
497484,@
481762,*
314619,*
39374,.
29505,.
260173,.
579701,*
360207,@
505117,@
526867,.
128955,.
411985,*
368957,.
8176,.
107513,.
496364,*
594542,.
422447,#
270080,*
216620,.
287973,*
358914,=
358822,-
113723,.
463991,*
227109,.
365755,#
259564,.
31394,.
433147,.
333225,.
188253,+
482025,*
462536,*
13957,.
315263,*
248844,@
506041,@
451127,.
505365,.
124091,#
11770,.
499796,#
59839,.
480621,.
117863,*
586287,.
72185,.
545875,.
376646,#
584981,#
81655,@
243979,=
574451,.
497816,%
413988,*
138478,.
442026,*
9207,.
197376,.
135576,=
422606,:
330024,*
288844,*
10350,.
497661,*
472617,*
579174,#
45469,:
81036,*
215069,.
136481,*
395193,*
587098,*
217443,.
81599,#
435314,*
450183,*
514189,@
166533,*
476909,*
584413,@
330888,*
120368,.
500397,@
453379,*
431340,*
522471,.
33256,:
542225,.
231156,=
2187,.
506745,.
279436,*
309825,#
150542,.
304460,#
572604,#
420720,@
465404,*
315221,*
284272,.
203868,.
440601,*
258693,.
556937,.
461359,*
58788,.
381100,*
365693,*
39301,:
222357,.
194469,%
147537,*
375437,*
71592,.
449687,*
268936,*
480127,=
234358,.
57383,.
171629,*
149173,=
298472,@
502718,*
165256,@
346896,*
532293,.
85210,.
62092,.
412997,*
324900,*
514646,*
349648,.
586592,.
329470,*
579983,.
15861,.
58121,.
258923,.
115171,.
167077,*
264777,.
196313,%
12884,.
581712,.
33353,=
534518,.
511445,.
527478,.
17615,.
314529,#
528750,.
202415,%
323963,*
567743,.
43261,.
87326,*
478301,*
423998,*
285639,@
243078,*
419406,*
273397,*
171957,@
159591,#
42288,.
352513,@
268585,*
557130,.
525910,%
401156,#
311039,*
169268,.
407151,%
1663,.
541726,.
94231,.
160355,*
314823,*
237564,=
189636,@
472420,*
72281,.
540007,.
158638,.
527220,.
249697,*
417006,%
27853,.
78077,.
59882,.
276058,*
486252,.
438300,*
367805,.
21672,.
528534,.
452124,*
374639,.
375236,*
277821,.
120387,.
155297,.
574610,.
36846,.
21665,.
66109,.
325991,.
399096,@
424718,*
465740,*
544561,.
243987,@
163006,.
410876,-
235829,.
151131,.
314347,.
257697,*
293170,*
394314,*
332663,.
86336,.
297684,*
201988,%
165675,*
552539,.
55191,.
193075,.
85831,.
437664,*
240267,.
437877,*
419596,*
586599,.
525849,%
417163,*
545098,.
359106,#
431597,=
459522,*
292837,*
238420,%
130619,*
123406,*
183053,*
466525,*
134617,.
135116,.
74085,.
150976,.
377393,#
22617,.
405662,*
456364,*
51677,.
538415,.
431291,*
44251,.
479707,*
331883,.
285610,%
547381,.
149830,.
165964,*
160731,*
315332,*
222047,.
379406,.
426505,#
467093,*
284841,.
569591,.
516586,.
452209,*
214468,.
166723,*
135761,*
238776,*
65475,.
299167,*
290685,.
67851,.
298722,*
557857,.
446154,*
179504,.
177956,*
185633,.
447463,@
568381,.
228012,.
166386,%
398772,.
100776,.
517932,.
142213,@
450364,*
327067,@
430570,*
582811,.
266863,.
452759,*
275056,*
212496,#
190368,#
355330,%
85142,.
501142,*
135534,:
292679,*
433103,.
199568,@
418439,*
391494,*
63068,.
460461,*
409498,%
343421,.
561797,+
471108,*
70960,.
300707,*
95334,.
205040,.
231630,%
211234,.
277143,.
65150,.
221599,.
473910,%
16104,.
126129,.
240026,.
505721,.
121078,.
115124,.
47656,.
584127,.
188734,*
154196,*
540260,.
479349,*
492292,=
470209,*
84511,.
392319,.
279194,.
553669,.
242681,*
520360,.
193405,@
569084,.
566382,.
438215,*
569760,.
3031,.
583432,.
411021,@
594887,.
87656,.
373632,.
445095,.
238663,*
182707,*
407770,*
400737,*
494629,@
518047,.
511917,:
162927,.
429841,*
229741,.
115319,.
291276,*
68258,.
173235,*
331289,:
293254,%
431167,*
270372,*
194131,*
72700,.
545426,.
499623,*
101374,.
419370,*
413309,%
379999,.
539853,.
162703,.
573749,@
244071,#
503183,*
503833,@
245865,.
458933,*
102605,.
488137,*
351478,.
514867,*
43866,.
571926,.
363411,.
128673,.
536611,.
113649,.
21602,.
586703,.
368180,.
538986,.
469915,*
231524,*
297972,*
87597,-
8745,.
178163,*
414094,#
527217,.
529673,#
543446,#
537819,.
171163,@
13111,.
38184,.
313031,*
233688,.
399925,*
382475,#
588969,.
312708,*
18213,.
451716,*
263227,#
456161,*
24120,.
441866,*
504912,.
82892,.
381759,%
401359,*
277660,.
406895,#
199999,%
522261,-
510581,*
85173,.
392708,@
386994,*
277583,.
127435,.
551244,.
540721,.
572399,.
473783,*
532176,.
351950,@
169799,.
464503,*
301942,.
343973,.
350693,.
323141,*
116185,.
268665,*
9378,.
575963,.
464990,*
556392,.
294547,:
373965,.
84680,.
271204,.
220582,@
121698,.
300749,%
95304,.
75766,.
130185,*
86472,.
154532,*
141527,.
595210,.
462388,*
480493,.
96349,.
102346,.
205476,.
502579,*
228164,.
531835,%
184159,*
275749,*
201381,#
18677,.
282216,%
456824,*
520151,%
200761,*
188452,@
97760,.
417188,*
415380,@
193720,:
356404,.
165169,:
67397,.
410435,.
62564,.
184264,*
352934,#
278472,.
500887,*
425100,*
403507,*
34405,.
403598,*
493532,*
140679,.
368713,.
263471,*
106695,.
395722,#
317118,%
234605,.
343677,+
35077,.
323987,*
490136,*
575419,.
334274,*
560835,#
575944,.
90290,.
548376,%
546114,.
369258,.
32473,+
483777,*
139305,.
471437,*
184038,*
598271,.
144238,.
431055,*
183579,*
78134,.
71153,.
44572,.
564198,.
450656,*
207021,*
54992,.
57861,.
44875,:
365625,*
591031,%
33154,:
365235,#
34630,.
338973,.
274084,*
451641,*
552987,.
391651,*
239829,.
254155,.
328797,*
99675,*
354077,@
488311,#
50210,.
454364,*
63628,:
153744,%
137548,+
567095,#
372557,%
424371,*
350899,.
106041,.
77065,.
63767,=
498575,:
238204,#
336096,*
376718,#
145824,.
423696,*
95072,.
430152,*
572344,.
14072,.
478649,*
497125,%
523852,.
211131,.
348067,#
423889,*
263002,*
224367,%
334121,*
444621,*
145413,.
203317,.
468750,.
343056,*
83494,.
560236,.
522185,-
549098,%
597609,.
23958,.
451025,.
152978,.
295694,:
228158,.
497607,@
222158,.
43751,.
181611,.
20978,.
365759,#
399294,*
152795,.
409417,@
516349,.
320137,.
419566,*
181360,.
209425,.
378765,#
592960,*
80802,%
412611,#
378508,*
135310,.
548165,.
25063,.
21290,.
371303,*
125068,.
548010,.
497639,#
587727,*
559534,.
429776,*
517568,*
177815,#
435576,*
356902,.
207061,*
77573,.
302154,.
304619,*
570211,.
152740,.
272314,.
161363,@
86226,.
460968,*
392304,.
258479,.
395638,#
179775,.
284867,@
428096,:
536497,.
180708,.
95928,.
15085,.
365117,#
151888,.
235529,.
299287,@
511612,.
67442,.
445033,:
374973,:
148572,*
549798,.
248405,.
183234,#
22010,.
302007,.
285228,*
404350,.
515068,*
79019,.
329917,*
354436,%
413090,*
124693,.
216026,.
16153,.
277450,.
366418,#
43472,.
175815,.
66276,.
348141,@
375528,*
247207,.
208191,%
545973,.
325248,@
495499,*
193536,#
566942,#
236501,*
319128,*
416723,:
469986,*
1296,.
411323,*
91807,.
70484,.
94047,.
40183,.
80051,.
445207,.
376998,*
524543,.
158111,.
181258,.
109167,.
71107,.
273550,@
219153,*
348277,*
239391,-
566728,#
224092,.
104796,@
579340,#
264284,#
388669,#
379775,.
343874,.
80423,.
61089,.
408336,#
82758,.
394833,#
475490,*
79853,.
349464,-
308352,.
430,.
73618,.
447237,*
211355,.
347569,@
64756,.
464737,*
556922,.
486204,=
582019,.
567457,#
138451,.
72936,.
593657,*
78465,.
344010,.
119723,.
538456,.
16813,.
36897,.
314203,.
161790,.
478525,*
40518,.
456532,*
433939,@
3791,.
64682,.
595859,.
501685,*
14934,.
16370,.
369629,*
281293,*
125584,.
474042,@
317407,*
418704,#
551459,.
476445,=
336967,.
233549,.
222877,.
237997,#
353638,*
207515,#
566469,.
309579,*
279502,*
102598,.
422395,.
308953,*
222726,.
580698,.
365911,#
283940,.
50880,:
172169,*
447131,*
486485,.
451602,*
140314,.
51504,.
350382,.
193609,:
393591,*
275240,*
222847,.
510498,*
115169,.
259142,.
560165,.
130151,*
360250,#
19716,.
202528,.
126006,.
246652,.
292596,*
208149,-
99055,.
490378,*
347253,*
429187,*
574489,.
153523,:
152056,.
57937,.
486105,-
589137,.
159200,%
352165,*
264609,.
565993,.
189026,#
148412,*
216453,.
298148,@
28837,.
305797,*
254460,.
379017,#
351071,.
205454,.
499394,.
64529,.
165143,.
461543,*
448283,*
2238,.
118671,.
181468,.
390807,@
315544,%
28832,.
284612,.
246216,.
485872,=
583517,.
313008,*
526051,%
531360,.
574088,.
160560,*
151656,.
70533,.
299173,*
232986,.
127847,.
578843,#
31140,.
56576,.
327782,*
231990,*
223708,.
102701,.
562994,.
308731,.
587240,*
222631,.
586967,*
171742,*
137290,=
550390,.
143408,=
564511,.
557725,.
118595,.
452598,*
229821,.
526396,%
73790,.
144169,.
133707,.
372853,@
176175,.
226947,.
456056,*
563257,.
31951,.
173975,.
58644,.
528959,.
559657,.
9867,.
4015,.
442435,*
187915,.
364422,@
558927,.
318336,*
142610,*
26434,:
564771,.
314791,*
553531,.
538991,.
74684,:
424534,*
242019,.
47875,.
27602,.
219886,*
415090,*
294432,:
107471,.
500623,.
538148,.
291462,*
594028,.
296007,.
322609,*
228421,.
478111,*
47531,.
324393,*
468222,*
587848,*
8901,+
17554,.
292333,@
139471,.
397647,%
455770,*
320381,.
326568,.
304065,*
238350,@
514225,#
72654,.
25823,.
63941,.
593163,*
480605,.
3139,.
299048,*
51149,:
346072,@
473809,*
331007,.
409430,@
73477,.
365534,#
482590,=
173623,.
255161,@
26596,*
541590,.
514419,*
437566,*
493885,*
47507,.
288911,*
299533,*
257606,*
311294,:
15154,.
374935,.
218229,#
108290,.
528891,.
341393,#
351898,@
334547,@
183780,*
386980,@
578644,%
310761,*
130991,@
25657,.
516761,.
144651,.
155588,.
216308,.
108212,.
494797,*
5478,.
508739,*
61722,.
6362,.
153428,:
253279,.
483217,*
339020,.
524900,.
234502,.
357499,.
95321,.
60130,.
47191,.
439774,.
479606,%
111723,*
416898,.
466040,*
389073,#
421722,.
527908,.
411198,@
598248,.
318008,*
489243,*
570569,.
171506,*
44113,.
115038,.
107685,.
589074,.
96124,.
28222,.
63396,:
83997,.
390713,@
76435,.
158393,.
359140,#
481683,*
264288,%
476455,=
259460,.
278006,.
338375,.
412872,#
235737,.
428116,+
422005,.
451372,*
289799,.
342899,*
358078,%
156766,.
159243,@
445757,*
302679,.
64786,.
230666,#
290744,.
173157,*
531471,#
65384,.
298153,%
134298,.
123147,@
371657,%
140636,.
507526,*
544434,.
501341,%
58301,.
518691,@
543573,#
503921,*
357169,.
100622,.
101704,.
428699,@
267913,*
343261,*
360353,#
495912,#
585341,#
313864,.
262319,*
577762,.
308606,.
198333,.
554965,%
540563,.
406007,*
77510,.
350715,.
575874,.
109349,.
379035,#
280430,*
424311,*
572015,.
19540,.
515565,#
388132,#
153885,*
443721,*
393405,%
135522,+
251845,-
332726,.
550893,.
430389,@
377075,*
26735,-
586338,.
1131,.
17854,.
379187,#
106940,.
199423,.
590415,@
98282,.
60992,.
383833,*
243052,*
480007,#
561944,.
320941,:
586320,.
517359,.
397567,*
454048,*
111169,*
16514,.
525634,.
548438,#
287700,*
429708,*
532454,.
174220,.
571036,.
383669,%
578194,.
243181,*
78259,.
372329,%
325911,.
198031,.
550116,.
69097,#
350310,.
269736,*
64277,.
125152,.
591313,.
182575,*
403724,*
551660,.
129445,#
307756,.
559460,.
106727,.
397082,*
234789,.
339841,*
234873,.
304389,%
580346,.
189975,*
502327,%
595294,.
237139,%
569408,.
441062,*
59536,.
81760,.
131320,.
146981,.
129840,*
21743,.
576461,.
362327,.
320996,@
543200,%
101645,.
136710,*
225126,#
346099,%
593321,#
301165,*
399114,#
428345,*
494219,*
281688,*
596991,@
35816,.
161191,*
93141,#
103940,.
297821,*
129932,*
291031,*
330177,*
130674,#
197359,.
564935,.
524220,+
374985,@
270764,@
343592,-
473837,#
170858,.
327378,@
314064,.
179359,%
289924,.
169444,.
570507,.
16634,.
566174,.
70616,.
103696,.
354641,*
468817,.
74720,*
347912,*
194500,@
435405,*
389380,*
182646,*
352728,@
456624,*
541416,.
521580,.
374154,.
93794,-
250386,*
131770,.
1715,.
312175,*
69589,%
67808,.
286194,*
588313,.
12108,.
75428,+
462563,*
280473,*
568416,.
157651,.
6875,.
371019,#
427026,%
576205,.
4781,.
389020,#
166321,*
59345,.
418534,*
227017,.
426844,*
16966,.
436205,*
529496,.
494850,*
380677,*
377249,*
167553,*
581581,.
587851,*
485490,*
349207,%
424857,*
110068,.
470044,*
32050,.
500463,%
78159,.
403857,@
107194,.
460641,*
595393,.
204664,.
573544,#
119014,.
428939,*
566274,.
418629,*
176446,#
183052,*
61011,.
568175,.
465799,*
134747,.
373251,#
73595,.
275861,*
280585,*
212471,#
470561,#
400400,*
581138,.
333624,@
123676,*
125334,.
145277,.
399458,*
182315,*
159706,#
525953,%
445679,*
573393,#
239885,.
335937,*
566708,#
410564,.
451393,*
458264,*
499293,.
572311,.
344162,.
225692,*
449520,*
569225,.
546703,.
187824,.
348523,*
435889,*
262416,*
147554,=
232741,.
9494,.
308700,.
84649,.
179437,.
304295,*
270683,*
546280,.
30916,.
464497,*
259781,.
434959,*
55770,.
250170,#
461262,*
25730,.
245447,*
418144,*
549732,.
374684,.
111854,*
449925,*
311538,*
544691,.
585681,.
120639,.
379509,.
528984,.
261545,*
397168,*
576868,.
376747,#
60814,.
13215,.
187644,.
486325,.
516858,.
62016,.
182547,*
220584,:
349735,.
54116,.
203143,.
369148,.
319746,-
141588,.
390322,*
98071,.
598539,.
379682,.
140303,.
383468,%
31219,.
251689,*
134800,.
555773,.
138290,.
309142,*
195152,#
187431,.
8831,.
235241,.
159222,#
552335,.
163400,.
190185,@
592342,.
290271,.
415346,@
95324,.
244310,*
193922,*
556210,.
578267,.
360840,*
424234,*
52114,.
516488,.
53562,.
469724,*
266955,=
464828,*
183373,%
42364,.
146651,.
343513,.
480803,#
428088,:
414620,*
362476,.
558008,.
88700,.
519764,%
417439,@
245361,*
71182,.
364110,*
443377,=
269551,*
560603,%
533999,.
382841,*
505191,.
334302,#
428249,*
216529,.
292287,*
210164,.
394606,#
305259,*
398406,.
392101,.
580553,.
291092,*
412873,#
354760,*
297768,*
258996,.
495168,=
446854,*
522975,.
85052,.
532802,.
138165,.
444413,*
457145,.
289501,.
375164,#
484700,*
278191,.
481081,*
190178,#
526327,%
338964,.
358459,@
378608,*
426074,*
138803,.
104616,:
470696,*
387154,*
277408,.
70999,.
19795,.
465310,*
152489,.
489764,*
278688,.
518208,.
116,.
284367,.
320515,.
535096,.
228905,.
192454,.
321466,*
496200,*
240505,.
239330,%
113099,.
358384,*
258123,*
165298,*
17975,.
109879,.
557407,.
280617,*
365069,#
267493,*
257517,*
537028,%
337203,:
9981,.
507954,%
499160,@
264673,.
260569,.
358696,=
305756,@
86640,.
579698,@
286637,*
218404,#
573109,#
82674,.
95645,.
294921,*
366423,#
50127,.
60615,.
67130,.
590598,#
431979,*
60090,.
540897,.
127943,.
573926,.
392918,@
531838,@
328141,*
200664,*
230909,*
554339,#
522716,.
148925,*
246135,.
170250,.
538835,.
582485,.
64968,.
166636,*
382631,#
35484,.
218350,#
526252,@
218445,#
185950,.
364370,@
485830,*
38120,.
472160,*
103070,.
240087,.
278157,.
593653,*
508321,%
303691,*
519502,=
373937,.
248726,*
487096,*
20773,.
442194,*
85229,.
236549,#
81245,*
513859,%
212346,#
421212,*
343260,*
213068,@
550078,.
276860,@
77294,.
271281,.
492634,.
517450,.
212914,*
96397,.
427418,.
450631,*
573972,.
272002,.
238968,*
591521,.
564870,.
573204,#
488741,@
125525,.
129277,@
202477,.
418806,*
196493,.
511689,.
255009,.
26908,.
214058,@
598884,.
434422,*
607,.
544230,.
14293,.
423506,@
51643,.
320866,.
288825,*
270586,*
134218,.
375075,@
164058,.
144504,.
500171,*
109520,.
442387,*
98350,.
414796,*
213124,@
498300,%
499112,*
242841,*
51009,.
500862,*
198521,.
511179,.
4403,.
395343,@
304302,#
197725,.
1104,.
91429,.
296724,.
331869,.
271078,.
498633,@
171223,*
182155,.
396198,*
395153,*
181273,.
395620,#
